smiles_list,Drug_ID,Drug Name,distance_to_cluster_centriod
CC1CN(CCN1)c2c(cc3c(c2OC)n(cc(c3=O)C(=O)O)C4CC4)F,SmallMolecule_556,Gatifloxacin,0.008285842334357585
COc1c2c(cc(c1N3C[C@@H]4CCCN[C@@H]4C3)F)c(=O)c(cn2C5CC5)C(=O)O,SmallMolecule_824,Moxifloxacin,0.009155511383130754
CNC1CCCN(C1)c2c(cc3c(c2OC)n(cc(c3=O)C(=O)O)C4CC4)F,SmallMolecule_119,Balofloxacin,0.009631407383393853
CO/N=C/1\CN(CC1CN)c2c(cc3c(=O)c(cn(c3n2)C4CC4)C(=O)O)F,SmallMolecule_560,Gemifloxacin,0.0103187696634236
CO/N=C/1\CN(CC12CNC2)c3c(cc4c(=O)c(cn(c4n3)C5CC5)C(=O)O)F,SmallMolecule_1325,Zabofloxacin,0.011061665096051998
CCn1cc(c(=O)c2c1c(c(c(c2)F)N3CCNC(C3)C)F)C(=O)O,SmallMolecule_708,Lomefloxacin,0.011234930714217328
c1c2c(c(c(c1F)N3CCCC[C@H](C3)N)Cl)n(cc(c2=O)C(=O)O)C4CC4,SmallMolecule_142,Besifloxacin,0.011245969258618649
C[C@H]1CCc2c3n1cc(c(=O)c3cc(c2N4CCC(CC4)OC(=O)[C@H](C)N)F)C(=O)O,SmallMolecule_28,Alalevonadifloxacin,0.011902142545116345
c1cc(c(cc1F)F)n2cc(c(=O)c3c2nc(c(c3)F)N4CCC(C4)N)C(=O)O,SmallMolecule_1236,Tosufloxacin,0.012346977402468928
COc1c2c(cc(c1N3C[C@@H]([C@@H](C3)F)CNC4CC4)F)c(=O)c(cn2CCF)C(=O)O,SmallMolecule_663,Lascufloxacin,0.012372330153042732
c1c2c(c(c(c1F)N3CC(C3)O)Cl)n(cc(c2=O)C(=O)O)c4c(cc(c(n4)N)F)F,SmallMolecule_329,Delafloxacin,0.01256397232608164
CCn1cc(c(=O)c2c1nc(c(c2)F)N3CCNCC3)C(=O)O,SmallMolecule_428,Enoxacin,0.013494414924086318
c1c2c(c(c(c1F)N3C[C@H](C4(C3)CC4)N)Cl)n(cc(c2=O)C(=O)O)[C@@H]5C[C@@H]5F,SmallMolecule_1120,Sitafloxacin,0.013538795577533125
C[C@@H]1c2ccc(cc2CN1)c3ccc4c(c3OC(F)F)n(cc(c4=O)C(=O)O)C5CC5,SmallMolecule_555,Garenoxacin,0.013867519744326096
C[C@@H]1CN(C[C@@H](N1)C)c2c(c(c3c(c2F)n(cc(c3=O)C(=O)O)C4CC4)N)F,SmallMolecule_1136,Sparfloxacin,0.014283338740579743
C[C@H]1COc2c(c(cc3c2n1cc(c3=O)C(=O)O)F)C4(CC4)N,SmallMolecule_940,Pazufloxacin,0.014611076162609038
c1cc(c(cc1F)F)n2cc(c(=O)c3c2nc(c(c3)F)N4C[C@@H]5[C@H](C4)[C@H]5N)C(=O)O,SmallMolecule_1263,Trovafloxacin,0.014766646695436925
c1c2c(cc(c1F)N3CCNCC3)n(cc(c2=O)C(=O)O)C4CC4,SmallMolecule_269,Ciprofloxacin,0.014829408644126185
C[C@H]1CCc2c3n1cc(c(=O)c3cc(c2N4CCC(CC4)O)F)C(=O)O,SmallMolecule_689,Levonadifloxacin,0.015271493648634005
CC1CCc2c3n1cc(c(=O)c3cc(c2N4CCC(CC4)O)F)C(=O)O,SmallMolecule_832,Nadifloxacin,0.015271493648634005
CN1CCN(CC1)c2c(cc3c(c2F)n(cc(c3=O)C(=O)O)CCF)F,SmallMolecule_509,Fleroxacin,0.015477089680691947
CN1CCN(CC1)c2c(cc3c4c2SCCn4cc(c3=O)C(=O)O)F,SmallMolecule_1085,Rufloxacin,0.015510145564110789
CCn1cc(c(=O)c2c1cc(c(c2)F)N3CCNCC3)C(=O)O,SmallMolecule_878,Norfloxacin,0.015551565241036958
C[C@H]1C[C@@H](CN(C1)c2ccc3c(c2OC)n(cc(c3=O)C(=O)O)C4CC4)N,SmallMolecule_850,Nemonoxacin,0.01574623176733081
Cc1cc(cnc1NC)c2ccc3c(c2C)n(cc(c3=O)C(=O)O)C4CC4,SmallMolecule_923,Ozenoxacin,0.017387376038794256
C[C@@H](C(=O)N[C@@H](C)C(=O)N[C@H]1[C@H]2[C@@H]1CN(C2)c3c(cc4c(=O)c(cn(c4n3)c5ccc(cc5F)F)C(=O)O)F)N,SmallMolecule_29,Alatrofloxacin,0.01783438035845697
C[C@H]1COc2c3n1cc(c(=O)c3cc(c2N4CCN(CC4)C)F)C(=O)O,SmallMolecule_686,Levofloxacin,0.01850395077846012
CC1COc2c3n1cc(c(=O)c3cc(c2N4CCN(CC4)C)F)C(=O)O,SmallMolecule_883,Ofloxacin,0.01850395077846012
C[C@H]1COc2c3n1cc(c(=O)c3c(c(c2N4CCN(CC4)C)F)N)C(=O)O,SmallMolecule_78,Antofloxacin,0.020053399558550233
