smiles_list,Drug_ID,Drug Name,distance_to_cluster_centriod
CC(C)C(=O)Oc1ccc(cc1[C@H](CCN(C(C)C)C(C)C)c2ccccc2)CO,SmallMolecule_500,Fesoterodine,0.020118785981551035
CC(=O)SCC(Cc1ccccc1)C(=O)NCC(=O)OCc2ccccc2,SmallMolecule_1021,Racecadotril,0.020766659849727587
CC(C)(C(=O)N[C@H](Cc1c[nH]c2c1cccc2)C(=O)N3CCC[C@](C3)(Cc4ccccc4)C(=O)N(C)N(C)C)N,SmallMolecule_73,Anamorelin,0.021329203261369778
CC(=O)CC(c1ccccc1)c2c(c3ccccc3oc2=O)O,SmallMolecule_1323,Warfarin,0.021788809873860004
Cc1nccn1CCC(c2ccccc2)(c3ccccc3)C(=O)N,SmallMolecule_611,Imidafenacin,0.0226683596052093
CCOC(=O)Oc1ccc(cc1OC(=O)OCC)CCNC(=O)[C@H](CCSC)NC(=O)C,SmallMolecule_372,Docarpamine,0.022825391606517753
CC(=O)N[C@H](COC)C(=O)NCc1ccccc1,SmallMolecule_651,Lacosamide,0.023171210585474666
CCOC(=O)Cc1ccc(cc1)c2ccccc2,SmallMolecule_491,Felbinac,0.02329082673081362
CC(C)(C(=O)N[C@H](Cc1c[nH]c2c1cccc2)C(=O)N[C@H](Cc3c[nH]c4c3cccc4)NC=O)N,SmallMolecule_732,Macimorelin,0.023557650652246243
c1ccc(c(c1)[C@H](Cn2ncnn2)OC(=O)N)Cl,SmallMolecule_246,Cenobamate,0.02374348711615526
C[C@@H](Cc1ccccc1)NC(=O)[C@H](CCCCN)N,SmallMolecule_701,Lisdexamfetamine,0.024016833412692007
COC(=O)[C@H](Cc1ccc(c(c1)O)O)N,SmallMolecule_751,Melevodopa,0.024189006314784267
Cc1ccc(cc1S(=O)(=O)N)C(CNCCOc2ccccc2OC)O,SmallMolecule_64,Amosulalol,0.02431980716515092
CC(C)c1ccc2c(c1)c(=O)c3cc(c(nc3o2)N)C(=O)O,SmallMolecule_60,Amlexanox,0.024477106021698725
CC(C)[C@@H](Cc1ccc(c(c1)OCCCOC)OC)C[C@@H]([C@H](C[C@@H](C(C)C)C(=O)NCC(C)(C)C(=O)N)O)N,SmallMolecule_37,Aliskiren,0.024590453176402738
